product_id,product_name,aisle_id,department_id
21267,Sourdough Bread,112,3
21288,Blackberries,24,4
21295,Organic Spaghetti Squash,83,4
21298,Organic Cake Cones,37,1
21312,Walnuts Halves & Pieces Organic,117,19
21329,Organic Hearty Split Pea & Uncured Ham Soup,69,15
21333,Original Whipped Cream Cheese,108,16
21376,Pretzel Crisps Original Deli Style Pretzel Crackers,107,19
21386,Smartwater,115,7
21405,"Organic Red Radish, Bunch",83,4
21410,"Deli Fresh Honey Smoked Turkey Breast, 98% Fat Free, Gluten Free",96,20
21413,Organic Soba,66,6
21417,Organic Creamy Tomato Soup,69,15
21462,Zero Calorie Cola Soda,77,7
21471,Salisbury Steak Dinner,38,1
21475,Licorice Spice Caffeine Free Tea Bags,94,7
21496,Smoothies Extra Strength 750 Antacid Calcium Supplement Chewable Tablets Assorted Fruit,70,11
21506,Organic Raisin Bran Cereal,121,14
21508,Dairy Free Coconut Milk Vanilla Bean Frozen Dessert,37,1
21513,Heart to Heart Honey Toasted Oat Cereal,121,14
21521,Jaipur Karhi Organic Potato Dumplings in Spicy Buttermilk,76,6
21553,Lowfat 2% Milkfat Cottage Cheese,108,16
21567,Blueberry Almond Breakfast Bars,48,14
21573,Roasted Pine Nut Hummus,67,20
21614,Crackers Harvest Whole Wheat,78,19
21616,Organic Baby Arugula,123,4
21645,Apple & Cinnamon Adjustable Air Freshener,101,17
21653,Compostable Forks,111,17
21689,Pasta Sides Alfredo,4,9
21709,Sparkling Lemon Water,115,7
21724,Stir-fry Rice Noodles,66,6
21777,Maple Quinoa Cluster With Chia Seeds,57,14
21781,Cajun Andouille Smoked Pork Sausage,106,12
21783,Coconut Milk Vanilla Mini Sandwiches,37,1
21828,Organic Wheat Grass Powder,65,11
21833,Herbs Chives,16,4
21841,"Tortillas, Brown Rice",128,3
21846,Blend Blueboon Coffee,26,7
21852,100% Whole Grain Corn Meal,17,13
21858,Alcon Naphcon A Eye Drops Eye Allergy Relief,44,11
21903,Organic Baby Spinach,123,4
21908,Chile Ancho,30,6
21925,50/50 Mix Spring Mix and Baby Spinach Salad Blend,123,4
21927,Organic Boneless Skinless Chicken Breast,35,12
21938,Green Bell Pepper,83,4
21940,Caramel Pecan Brownies,8,3
21953,Millennium Organic Cherry Chia Synergy Kombucha,31,7
22000,The Original Worcestershire Sauce,72,13
22007,Minced Ginger,81,15
22008,Pepperjack Style Shreds,21,16
22021,Low Fat Key Lime Blended Greek Yogurt,120,16
22031,Zucchini Noodles,123,4
22035,Organic Whole String Cheese,21,16
22115,Sonoma Handmade Style Corn Tortillas,128,3
22117,Unsweetened Original Almond Milk,100,21
22124,Total 0% Raspberry Yogurt,120,16
22142,100% Pure Pumpkin,17,13
22176,Organic Coconut Bliss Chocolate Walnut Brownie Dessert,37,1
22179,Seasoned Salt,104,13
22199,Extra-Dry Cava,134,5
22208,Saag Paneer,13,20
22217,Vegetable Korma,76,6
22247,Organic Chives,16,4
22259,Lemon Lime Zero Soda Drink,77,7
22275,Sriracha Hot Chili Sauce,66,6
22286,Organic Super Beet Juice,98,7
22290,Organic Chai Tea Bags,94,7
22309,Soft & Smooth100% Whole Wheat Bread,112,3
22328,Organic Popcorn,23,19
22337,Great Grains,121,14
22362,Original Rice Krispies Treats,61,19
22372,Organic Throat Coat Herbal Tea,94,7
22395,Tomato Sauce,81,15
22451,Crinkle Cut French Fries,129,1
22474,Cheddar Bunnies Snack Crackers,78,19
22475,Jicama,83,4
22491,"Water, Unsweet, Blood Orange",115,7
22520,"White Paper Towels, Regular Roll",54,17
22524,Cream Cheese Bar,108,16
22557,White Vanilla Bean Ice Cream Dipped in White Chocolate,37,1
22559,Kitchen Cheese Enchilada,38,1
22608,Fat Free Italian Salad Dressing,89,13
22610,Reduced Fat 2% Lactose-Free Milk,91,16
22613,Organic African Nectar Herbal Tea,94,7
22633,1200mg Fish Oil,47,11
22658,Organic Curry Powder,104,13
22695,Steamfresh Super Sweet Corn,116,1
22713,Ground Chicken Breast,35,12
22742,Organic Sparkling Blood Orange Beverage,98,7
22750,Finely Shredded Mild Cheddar Cheese,21,16
22782,Original Key Lime Pie Yogurt,120,16
22788,Singles American Cheese Slices,21,16
22795,100% Whole Wheat Hamburger Buns,43,3
22819,Organic Medium Chili,59,15
22825,Organic D'Anjou Pears,24,4
22829,Multigrain Flax Seeded Flatbread Crackers,78,19
22832,Unsweetened Pomegranate Essence Water,115,7
22849,Bunny-Luv Fresh Organic Carrots,123,4
22883,Organic Penne Rigate Whole Wheat Pasta,131,9
22888,90% Lean Ground Beef,122,12
22912,85% Ground Beef Patties,122,12
22922,Organic Canola Oil,19,13
22935,Organic Yellow Onion,83,4
22950,Natural Free & Clear Dishwasher Detergent Packs,74,17
22959,Reduced Fat Milk 100% Lactose Free,91,16
22963,Organic Roasted Turkey Breast,96,20
22988,Detox & Digest Green Superfood,70,11
22993,Super Seed Crispy Crackers,78,19
22999,30% Less Sodium Taco Seasoning Mix,104,13
23001,Genuine Brewed Rice Vinegar,66,6
23005,93% Lean Ground Turkey,49,12
23009,Smokestack Mixed Four,27,5
23029,Organic Uncured Sliced Black Forest Ham,96,20
23032,Sriracha Chili Sauce,66,6
23044,Cream Top Smooth & Creamy Vanilla Yogurt,120,16
23054,Whole Wheat Sourdough,112,3
23076,Duel Action Honey Lemon Cough Drop,11,11
23094,Organic Lentil Soup,69,15
23106,Pomegranate on the Bottom Non-Fat Greek Yogurt,120,16
23117,Enriched Farina Hot Cereal,130,14
23148,Veggie Loaf & Mashed Potatoes Entrée,38,1
23165,Organic Leek,83,4
23181,Buffalo Chicken Wings,35,12
23191,Blood Orange Juice,31,7
23219,Nutz Over Chocolate,3,19
23233,California Sourdough Bread,112,3
23271,Tabasco Chipotle Pepper Sauce,72,13
23288,Distilled Water,115,7
23291,Coconut Chia Bar,3,19
23323,Sharp Original Semisoft Cheese,2,16
23334,Protein Zone Double Berry Juice Smoothie,31,7
23338,Raspberry Fruit Spread,88,13
23341,Large Grade AA Eggs,86,16
23360,Ultimate Petite Mixed Vegetables,116,1
23375,Marinara Sauce,9,9
23377,Popped Corn Just The Cheese Corn,23,19
23400,Organic Premium Tomato Paste,81,15
23405,Pure Baking Soda,17,13
23410,Bathroom Tissue Double Rolls,54,17
23423,Original Hawaiian Sweet Rolls,43,3
23431,Peppermint Mocha Liquid Coffee Creamer,53,16
23435,SPF 50 Sun Shield Clear Stick,109,11
23451,Gentle Skin Cleanser for All Skin Types,73,11
23452,100% Carrot Juice,31,7
23472,Blueberry Muffin,93,3
23483,"Slow Churned Ice Cream, Peanut Butter Cup, Light",37,1
23499,Organic Blueberry Lowfat Yogurt,120,16
23504,Vintner's Reserve Chardonnay,62,5
23516,Organic Unbleached All-Purpose Flour,17,13
23517,"Ginger, Pickled Sushi",66,6
23537,Light Brown Sugar,17,13
23541,Veri Veri Teriyaki Marinade & Sauce,5,13
23543,Organic Extra Large Brown Eggs,86,16
23572,Cheesy Chicken and Broccoli Rice,38,1
23576,Sweet Greens and Lemon Vegetable and Fruit Juice Blend,31,7
23579,Peanut Butter Chocolate Chip Fruit & Nut Food Bar,3,19
23580,Outshine Lime Fruit Bars,37,1
23592,RapidRise Yeast,17,13
23622,Organic Hot House Tomato,83,4
23644,Sharp Cheddar Thick Slices Cheese,21,16
23645,Sour Cream & Onion Potato Chips,107,19
23650,Electrolyte Water,115,7
23695,California Veggie Burger,42,1
23712,Natural Crackers,78,19
23719,Chicken Tortilla Soup,1,20
23729,Hard Boiled Eggs,86,16
23734,Sour Cream,108,16
23765,Organic Smoked Turkey Breast,96,20
23801,Fusilli No. 34,131,9
23803,Jalapeno Pepper,83,4
23814,Chicken Corn Chowder Pot Pie,38,1
23817,ActiveDry Yeast,17,13
23819,Carrot,123,4
23879,Applewood Smoked Turkey Breast,96,20
23909,2% Reduced Fat Milk,84,16
23915,Uncrustables Peanut Butter & Grape Jelly Sandwich,38,1
23951,Tonics Cleansing Probiotic Tonic With Apple Cider Vinegar Cinnamon,31,7
23996,Halloween Oreos Sandwich Cookies,61,19
24009,Organic Long Grain White Rice,63,9
24010,Wheat Gluten Free Waffles,52,1
24024,1% Lowfat Milk,84,16
24035,Coconut  Chocolate Bar,3,19
24097,Rotini Pasta,131,9
24098,Original Lemonade Mix Packets,90,7
24117,Potato Chips Cheddar & Sour Cream Flavored Party Size!,107,19
24123,Aquarium Pump Hand Soap,127,11
24125,Olive Bread,112,3
24135,Oranges,24,4
24156,Carnation Sweetened Condensed Milk,17,13
24177,Total 2% Yogurt Key Lime,120,16
24184,Red Peppers,83,4
24186,Slim Can Pink Grapefruit Natural Mineral Water,115,7
24231,Tahitian Vanilla Bean Gelato,37,1
24236,Organic  Dried & Unsulfured Orchard Select Apricots,117,19
24279,"Canadian Bacon, Uncured",106,12
24288,Rosemary Raisin Raincoast Crisps,78,19
24303,Spicy Mango With Jalapeño Smoked Chicken Sausage,106,12
24316,Raw Walnuts,6,2
24318,Quinoa Supergrain Mac & Cheese White Cheddar with Shells,131,9
24339,100% Lactose Free Milk,91,16
24341,Organic & Cold-Pressed Vegetable & Fruit Juice Vitality,31,7
24382,Ranch Dressing,89,13
24390,Pomegranate,24,4
24427,Snacks String Cheese Natural Mozzarella Cheese,21,16
24476,Salt & Pepper Potato Chips,107,19
24487,Cheese Popcorn,23,19
24489,Organic Whole Strawberries,116,1
24499,Clasico Nacho Chipotle Tortilla Chips,107,19
24506,"Organic Traditional 9\"" Pie Shells 2 ct",17,13
24507,Sun-Ripened Dried Tomatoes,81,15
24516,Pure Cane Dark Brown Sugar,17,13
24518,Gluten Free Lemonzest Nutrition bar,3,19
24525,Lentils Heritage Beans,63,9
24535,Plain Whole Milk Yogurt,120,16
24549,Organic Greens And Kale,31,7
24561,Organic Cheese Frozen Pizza,79,1
24563,Natural Pepper Jack Cheese,21,16
24622,Green Cabbage,83,4
24629,Sweet Mini Sub Rolls,43,3
24654,Potato Hot Dog Buns,43,3
24660,Deli Fresh Slow Roasted Cured Roast Beef,96,20
24703,Fruit Punch,31,7
24721,Cinnamon Raisin English Muffins,93,3
24746,Kickstart Energizing Orange Citrus Sparkling Juice Beverage,64,7
24759,Club Soda,77,7
24768,All Natural Honey Almond Butter,88,13
24799,Vanilla Skyr Nonfat Yogurt,120,16
24810,Organic Lightly Salted Brown Rice Cakes,78,19
24830,Organic Romaine,123,4
24838,Unsweetened Almondmilk,91,16
24852,Banana,24,4
24940,Rapid Rise Fast Acting Instant Yeast,17,13
24952,"Tortilla Chips, Corn, Red Hot Blues",107,19
24954,Total 0% with Honey Nonfat Greek Strained Yogurt,120,16
24964,Organic Garlic,83,4
24970,Neon Flex Plastic Party Straws,111,17
24990,Go Mango! Organic Dried Chili Lime Mango,117,19
25005,Organic Green Lentils,63,9
25010,Grape Chia Kombucha,31,7
25037,Tortellini Primavera Parmesan Cafe Steamers,38,1
25072,Organic Cheddar Snack Mix,125,19
25101,Egyptian Licorice Tea Bags,94,7
25110,Hardwood Smoked Honey Cured Thick Sliced Bacon,106,12
25132,Ice Cream Bars,37,1
25133,Organic String Cheese,21,16
25134,Cilantro Bunch,100,21
25146,Original Orange Juice,31,7
25152,Organic Bunny-Luv Carrots,83,4
25170,Soy Sauce,66,6
25199,Classic Chicken Salad,1,20
25207,Spinach Bunch,83,4
25217,Cinnamon Crunch Sunflower Seed Bites,50,19
25232,Lucky Charms Cereal,121,14
25240,Yellow Enriched & Degerminated Corn Meal,17,13
25246,White Cheddar Macaroni & Cheese Cups,4,9
25256,Cultured Low Fat Buttermilk,84,16
25272,Small Macintosh Apple,24,4
25273,Grands Homestyle Butter Tastin Biscuit,105,13
25305,Cold Brew Coffee Nitro Can,26,7
25307,"Tender white meat turkey, pasta, mushrooms and celery in a creamy sauce Turkey Tetrazzini",38,1
25309,Hearty & Delicious 100% Whole Wheat Bread,112,3
25367,Original Miracle Whip Dressing,72,13
25397,Blasts! Reese's Peanut Butter Cups Frozen Dairy Dessert,37,1
25422,Peanut Butter Crunch Cereal,121,14
25464,Unscented 2-Ply Double Roll Bathroom Tissue,54,17
25466,Water,115,7
25513,Boomchickapop Sea Salt Popcorn,23,19
25518,Guava Guayasa Zero,94,7
25535,Organic  Creamy Peanut Butter Hint of Sea Salt,88,13
25544,Fresh Cut Golden Sweet Whole Kernel Corn,81,15
25552,Organic Steel Cut Oats,130,14
25584,Yellow Corn Tortillas,128,3
25588,Seedless Small Watermelon,24,4
25593,2% Milkfat Greek Yogurt with Mango On The Bottom,120,16
25598,Organic Plain French Style Yogurt,120,16
25623,Real Guacamole,67,20
25640,White Peach,24,4
25659,Organic Coconut Milk,91,16
25670,High Pulp Orange Juice,31,7
25718,Cold Brew Coffee,26,7
25740,Pepperidge Farm® Goldfish Xtra Cheddar Baked Snack Crackers,78,19
25824,Pita Chips Simply Naked,107,19
25826,Greek & Chia Blueberry Nonfat Yogurt,120,16
25879,Organic Whole Milk Strawberry Kefir,84,16
25886,Wild Blend Rice,63,9
25890,Boneless Skinless Chicken Breasts,49,12
25919,Parmesan Shredded Cheese,21,16
25931,Organic Baby Spinach Salad,123,4
25949,Cream Top Smooth & Creamy Maple Yogurt,120,16
25952,Original Potato Chips,107,19
25970,Cheese Natural Sliced Pepper Jack,21,16
25980,Organic Gluten Free Pancake & Baking Mix,130,14
25985,Chicken & Apple Smoked Chicken Sausage,106,12
25986,Blueberry Lemonade,31,7
25997,Doctor Formulated Probiotics Once Daily Women's 50 Billion Guaranteed Vegetarian Capsules,70,11
25999,Organic White Cheddar Macaroni & Cheese,4,9
26029,French Bread Pizza Cheese,79,1
26088,Aged White Cheddar Popcorn,23,19
26126,Moisturizing Yuzu Shower Gel,25,11
26128,Organic Mango Chunks,116,1
26131,Mixed Berries Whole Milk Icelandic Style Skyr Yogurt,120,16
26133,Classic Macaroni & Mild Cheddar Cheese,4,9
26135,1% Milk,84,16
26152,Granulated Sugar,17,13
26165,Electrolyte Enhanced Water,115,7
26172,Light Sour Cream,108,16
26209,Limes,24,4
26246,Mini Double Caramel Ice Cream Bars,37,1
26292,Fruit & Vegetable Wash,114,17
26298,Thin Crust Margherita Pizza with Fresh Mozzarella & Basil,79,1
26312,Caesar Salad Kit,123,4
26313,Pad Thai Noodles,63,9
26317,Organic Lemonade,98,7
26346,Organic Skim Milk,84,16
26347,Vegan Vegetable Bouillon with Sea Salt,69,15
26351,Gluten Free Mini Pretzels,107,19
26352,Chicken Caesar Salad,1,20
26360,Light Orange Creme Fat Free Yogurt,120,16
26369,Organic Roma Tomato,83,4
26373,Vitamin D Added Evaporated Milk,17,13
26384,Large Brown Eggs,86,16
26405,XL Pick-A-Size Paper Towel Rolls,54,17
26427,Fruit & Nut Delight Bar,3,19
26452,Dairy Free Gluten Free Cheeze Lover's Pizza,42,1
26505,Snack Size Vanilla Yogurt Raisins,117,19
26525,Sweet Pea and Violet Body Wash,127,11
26576,Yellow Corn Tortilla Chips,107,19
26604,Organic Blackberries,24,4
26620,Peach Pear Flavored Sparkling Water,115,7
26680,Freeze Dried Yogurt Starter,70,11
26683,Cafe Latte Pure Lightly Sweetened Iced Coffee With Almond Milk,91,16
26706,Chicken Pad Thai With Rice Noodles,38,1
26738,Original Cold Brew  Coffee With Milk,26,7
26751,Organic Tomato Basil Sauce,9,9
26756,Light CocoWhip! Coconut Whipped Topping,6,2
26767,No Calorie Sweetener Packets,17,13
26790,Organic AppleApple,99,15
26800,Organic Baby Kale Mix,123,4
26882,Russet Potatoes,83,4
26915,Organic Lowfat Yogurt Banana Vanilla,120,16
26940,Organic Large Green Asparagus,83,4
27012,Organic Baby Spring Mix,123,4
27044,Maple Almond Butter,88,13
27086,Half & Half,53,16
27104,Fresh Cauliflower,83,4
27117,Refresh Herbal Tea,94,7
27135,Iced Tea with Peach Liquid Water Enhancer,90,7
27138,Vermont White Cheddar Macaroni & Cheese Dinner,4,9
27142,Unsweetened Organic Coconut Milk Light,91,16
27156,Organic Black Beans,59,15
27171,Bread Crumbs,17,13
27199,Wild Blackberry Gelato,37,1
27229,Hoisin Sauce,66,6
27231,"Sugar, Organic",17,13
27243,Premium Pure Cane Granulated Sugar,17,13
27288,Chocolate Chip Cookie Dough,105,13
27307,Cage Free Grade A Large Brown Eggs,86,16
27323,Pure & Natural Sour Cream,108,16
27325,Alpine Spring Water,115,7
27336,Organic Rainbow Carrots,123,4
27344,Uncured Genoa Salami,96,20
27356,French Onion Dip,67,20
27360,Boneless Skinless Chicken Breast Fillets,49,12
27413,100% Mighty Mango Juice Smoothie,31,7
27435,Whole Wheat Pita Bread Loaves,128,3
27437,Brown Rice Spaghetti Pasta,131,9
27451,Almond Meal/Flour,17,13
27509,Organic Seasoned Yukon Select Potatoes Hashed Browns,129,1
27521,Organic Lacinato (Dinosaur) Kale,83,4
27531,Dairy Free Unsweetened Vanilla Coconut Milk,53,16
27544,Lemon Verbena Hand Soap,25,11
27548,Original Semisoft Cheese,21,16
27554,Gluten Free Blueberry Muffins,93,3
27555,Organic Dried Granny Apple Chips,107,19
27596,Classic Original Hommus,67,20
27612,90 Calorie Lemon Bars,3,19
27625,Organic Lady Alice Apples,24,4
27629,Trusted Care 2-Ply Tissues,54,17
27658,Farms Thin Sliced Smoked Ham,96,20
27676,Pinto Beans,59,15
27687,Croissant Crust Philly Steak & Cheese,38,1
27690,Apple Cinnamon GoGo Squeez,50,19
27726,Lemon Seltzer Water,77,7
27729,Cold-Pressed Organic Orange,31,7
27730,Almond Breeze Original Almond Milk,91,16
27735,Organic Coconut Palm Sugar,17,13
27737,Brown Rice Black-Eyed Peas and Veggies Bowl,38,1
27742,Premium Deli Honey Ham,96,20
27744,Organic Whipping Cream,53,16
27790,Small Curd Lowfat 2% Milkfat Cottage Cheese,108,16
27796,Real Mayonnaise,72,13
27828,Ricotta & Lobster Ravioli Classic Meal for 2,38,1
27839,49 Flavors Jelly Belly Jelly Beans,45,19
27845,Organic Whole Milk,84,16
27862,Ant and Roach Killer Lavender Scent,87,17
27888,Free and Clear Natural Liquid Laundry Detergent,75,17
27903,CleanCare 1-Ply Double Rolls Toilet Paper,54,17
27958,Chicken Drumsticks,35,12
27959,Premium Indian Tonic Water,77,7
27966,Organic Raspberries,123,4
27973,Almond Non-Dairy Yogurt Made From Real Almonds Plain Low Fat,120,16
27992,Unbleached Recycled Paper Towel Rolls,54,17
28031,"8.5\"" Microwavable Cut Resistant Plates",111,17
28058,Gluten Free Sliced Mountain White Bread,112,3
28110,General Mills Basic 4 Cereal,121,14
28123,Organic Cut Green Beans,116,1
28134,Grain Free Turkey Canned Cat Food,41,8
28155,Premium Lager Beer,27,5
28156,Total 0% Nonfat Plain Greek Yogurt,120,16
28198,Rainbow Candy,45,19
28199,"Clementines, Bag",123,4
28204,Organic Fuji Apple,24,4
28221,Sliced Blueberry Bagels,93,3
28278,Organic Penne Rigate,131,9
28281,Variety Pack Ice Cream Bars,37,1
28289,Organic Shredded Carrots,123,4
28299,Mexican Style Four Cheese Shredded Cheese,21,16
28312,White Tea Cucumber White Tea Bags,94,7
28330,Organic Ground Korintje Cinnamon,104,13
28342,Pineapple Strawberry Naturally Essenced Sparkling Water,115,7
28373,Original Rotisserie Chicken,13,20
28378,Stage 2 Sweet Potato Corn & Apple Baby Food,92,18
28380,Organic Grass-Fed Real Aged Cheddar & Macaroni Shells,4,9
28432,Baby Back Pork Ribs,122,12
28465,Icelandic Style Skyr Blueberry Non-fat Yogurt,120,16
28476,Organic Small Curd Cottage Cheese,108,16
28535,Cucumber & Garlic  Tzatziki,51,13
28550,Apple Cinnamon With Flax Instant Oatmeal,130,14
28553,Whole Strawberries,116,1
28560,Natural Choice Smoked Deli Ham,96,20
28577,No Pulp Orange Juice,31,7
28597,Organic Stoneground Wheat Crackers,78,19
28601,Collard Greens,83,4
28634,Hard Salami,96,20
28647,Nacho Cheese Tortilla Chips,107,19
28676,Pure Unfiltered Honey,29,13
28682,Chocolate Peanut Butter Cup Gelato,37,1
28696,Original Bread Crumbs,5,13
28745,Oven Roasted Turkey,96,20
28752,Traditional Caramel Filled Amsterdam Waffle,61,19
28785,Organic Tahini,72,13
28805,100% Pure Corn Starch,17,13
28842,Bunched Cilantro,16,4
28849,No Salt Added Black Beans,59,15
28851,Cage Free  100% Liquid Egg Whites,86,16
28862,Chicken Fried Rice,38,1
28874,Carrot Ginger Soup,1,20
28879,Amy Indian Mattar Paneer Light In Sodium,38,1
28918,Marcona Almonds,117,19
28928,Uncured Black Forest Ham,96,20
28941,Stone Ground White Rice Flour,17,13
28956,Party Cutlery Full Size Assorted,111,17
28985,Michigan Organic Kale,83,4
28986,Mild Italian Chicken Sausage,106,12
28993,Iceberg Lettuce,83,4
29003,Macaroni & Cheese Sauce with Broccoli Steamers,129,1
29004,Classic Decaf Instant Coffee,26,7
29007,Crystallized Ginger Slices,117,19
29095,Original Cream Cheese,108,16
29103,Zero Go-Go Mixed Berry Vitamin Water,64,7
29126,Organic Strawberry Chia Lowfat 2% Cottage Cheese,108,16
29127,Dairy Free Unsweetened Coconut Milk,91,16
29180,Tuscan Kale & Quinoa Salad,1,20
29181,Longwear Eye Makeup Remover,132,11
29223,Golden Pineapple,24,4
29255,Berry Workout Water,64,7
29256,Organic Udon Japanese Wheat Noodles,66,6
29267,Mini Oreo Go Pak,61,19
29284,Pink Lemonade Drink Mix,90,7
29287,Organic Vegetarian & Delicious Four Cheese Tortelloni,12,9
29294,Italian Style Wrap,13,20
29298,Deluxe Thick Apricot Fruit Spread,88,13
29307,Baby Arugula,123,4
29311,Organic California White Basmati Rice,63,9
29328,Organic Sweet Mini Peppers,123,4
29334,Leek,83,4
29382,Pure Vegetable Oil,19,13
29429,Crunch Berries Cereal,121,14
29439,"Wild Non-Pareil Capers, Sunkissed in the Mediterranean",110,13
29487,Roma Tomato,83,4
29509,80  Vodka Holiday Edition,124,5
29513,Tapatio Limon,107,19
29529,Lemon-Lime Soda,77,7
29577,Prepared Cheese Product Slices,21,16
29589,Vanilla Chocolate Chip Ice Cream,37,1
29594,YoKids Strawberry Banana/Strawberry Yogurt,120,16
29599,Total Greek Strained Yogurt with Blueberry,120,16
29602,Ear Candy (Cow Ears) Dog Chews,40,8
29615,"Bread, Country Buttermilk",112,3
29627,Synergy Raspberry Chia Kombucha,31,7
29628,Ultra Strong Toilet Paper Double Rolls Bathroom Tissue,54,17
29650,Pork Chorizo,122,12
29668,"Watercress, Bunch",83,4
29672,Lactose Free Low Fat Vanilla Yogurt,120,16
29675,Organic Bagged Carrots,83,4
29775,Mild to Moderate Dry Eye Lubricating Eye Drops,44,11
29791,Original Chicken Seasoned Coating Mix,5,13
29794,Iced Coffee,26,7
29820,Blueberry English Tea Scones,93,3
29871,Organic Roast Beef,96,20
29874,"Mustard, Spicy Brown",72,13
29894,Organic Dark Brown Sugar,17,13
29898,Organic Spaghetti Pasta,131,9
29901,Just Ranch Spread,72,13
29926,Roasted & Salted Almonds,117,19
29941,Red Plums,24,4
29944,Sriracha Potato Chips,107,19
29967,Protein Bar Chocolate Sea Salt,3,19
29987,Shredded Mozzarella,21,16
29990,Angel Hair,131,9
29993,Organic Low Fat Chocolate Milk,84,16
30020,Organic Multigrain Snack Crackers,78,19
30123,Ranch Salad Dressing,89,13
30162,Teriyaki & Pineapple Chicken Meatballs,38,1
30233,Organic Large Brown Grade AA Cage Free Eggs,86,16
30252,Organic Soft Wheat Bread,112,3
30287,Ranch Original Topping & Dressing,89,13
30290,100% Recycled Bath Tissue Rolls,54,17
30292,Cola Cans,77,7
30295,Pork & Beans,59,15
30305,Fancy Eggplant,83,4
30307,Doubleshot Espresso & Cream Premium Coffee Drink,26,7
30334,Grapefruit Fizz Water,115,7
30336,Organic Beans And Cheese Burrito,38,1
30353,Curate Cherry Lime Sparkling Water,115,7
30389,No Sugar Added Packed in Water Fruit Cocktail,99,15
30391,Organic Cucumber,83,4
30406,Butternut Squash,83,4
30415,"Truffle, Sea Salt",45,19
30425,Chewy Chocolate Chip Granola Bars,3,19
30428,Baked Cheddar Bunnies Crackers,78,19
30450,Creamy Almond Butter,88,13
30463,Organic Simply Stock Unsalted Chicken Stock,69,15
30480,"Tomatoes, Whole Peeled",81,15
30489,Original Hummus,67,20
30501,Sun-Dried Tomatoes Halves With Herbs,81,15
30511,Thin & Crispy Crust Four Cheese Pizza,79,1
30517,Cut Corn,116,1
30535,"Dish Liquid, Ultra Concentrated, Aloe",74,17
30563,Strained Non-Fat Strawberry Icelandic Style Skyr Yogurt,100,21
30567,Unsweet Watermelon Sparkling Water,115,7
30591,Cinnamon Brown Sugar Breakfast Biscuits,48,14
30592,Coconut Oil Popcorn,23,19
30599,Homemade Vodka Sauce,9,9
30606,Eucerin® Lip Repair Ointment,118,11
30618,Plain Unsalted Rice Cakes,78,19
30639,Organic Orange Juice,98,7
30658,Dark Chocolate Almond & Coconut Fruit & Nut Bar,3,19
30695,Milk Chocolate Bar,45,19
30696,Eggo Homestyle Waffles,52,1
30700,Angel Food Cake,8,3
30720,Sugar Snap Peas,83,4
30727,Vanilla Almond Fit Granola,57,14
30776,Organic Raw Kombucha Gingerade,31,7
30827,Seedless Cucumbers,32,4
30839,Homestyle Breaded Chicken Breast Tenders,129,1
30855,Chocolate Hazelnut Butter Blend,88,13
30887,Gherkin Pickles,110,13
30908,Teriyaki Turkey Jerky,23,19
30909,Telera Rolls,43,3
30953,Sliced Beets No Salt Added,81,15
30960,Regular Pork Sausage Tube,106,12
30962,Vanilla Greek Yogurt 0% Fat,120,16
30967,Organic Frosted Flakes Cereal,121,14
30992,Shrimp Alfredo,38,1
31020,Organic Honey Grade A,29,13
31040,Sea Salt Pita Chips,107,19
31066,Aluminum Foil,85,17
31081,"Ale, India Pale, Brew Free! Or Die IPA",27,5
31087,Whole Kernel Corn No Salt Added,81,15
31130,Sea Salt Flakes Original,104,13
31134,Mediterranean Apricots,117,19
31215,Lemon Yogurt,120,16
31222,"100% Juice, Variety Pack",98,7
31225,Gluten Free Classic Hotdog Buns,43,3
31231,Vitamin Water Zero Rise Orange,64,7
31268,Sandwich Bags,85,17
31338,Classic Almond Butter,88,13
31342,Organic SprouTofu Extra Firm Tofu,14,20
31343,Shredded Mild Cheddar Cheese,21,16
31372,Dark Brown Sugar,17,13
31387,Natural Almonds 100 Calorie Packs,117,19
31406,Jalapeno Cheddar Flavored Cheese Dip,51,13
31437,Hearty Beef Barley RTS Soup,69,15
31459,Sprouted Seven-Grain Bread,112,3
31467,Sockarooni Spaghetti Sauce,9,9
31487,Boomchickapop Sweet & Salty Kettle Corn,23,19
31506,Extra Virgin Olive Oil,19,13
31528,Natural Emmentaler Swiss Cheese,21,16
31577,Whole Wheat Bunnies Baked Snack Crackers,78,19
31591,Protection Shampoo for Color Treated Hair,22,11
31608,Minis Candy,45,19
31612,Black Bean Vegetables Burrito,38,1
31615,Dark Choc. Rice Cakes,78,19
31618,Thick Medium Cheddar Slices,21,16
31670,Buttermilk Complete Pancake Mix,130,14
31683,Original No Pulp 100% Florida Orange Juice,31,7
31701,Potato Puffs with Roasted Garlic and Cracked Black Pepper,129,1
31707,Miracle Whip Original Squeeze Bottle,72,13
31717,Organic Cilantro,16,4
31720,Organic  Whole Milk,84,16
31725,Mandarin Orange in 100% Fruit Juice,99,15
31727,"Organic Tomato Paste, No Salt Added",81,15
31772,Sprouted Grain Bread Cinnamon Raisin,58,1
31829,Creme De Menthe Thins,45,19
31846,Heavy Whip Cream,53,16
31883,Vegetable Lasagna,38,1
31915,Organic Red Delicious Apple,24,4
31960,Eggo Pancakes Minis,52,1
32020,Classic Ranch Yogurt Dressing,89,13
32030,Extra Sharp White Cheddar,21,16
32035,Toasted Pine Nut Couscous Mix,4,9
32049,Concentrace Trace Mineral Drops,47,11
32051,Blueberry Muffin Mix,105,13
